Student_ID,Sinhala_Tamil,Sinhala_Tamil_Grade,Maths,Maths_Grade,Science,Science_Grade,Buddhism,Buddhism_Grade,English,English_Grade,History,History_Grade,Basket1_Subject,Basket1_Marks,Basket1_Grade,Basket2_Subject,Basket2_Marks,Basket2_Grade,Basket3_Subject,Basket3_Marks,Basket3_Grade,Total_Marks,Average_Marks,Overall_Grade
STU0999,39,C,62,B,58,B,63,B,35,C,63,B,Agriculture,75,A,English_Lit,50,C,Media,84,A,529,58.78,B
STU1000,77,A,85,A,20,F,100,A,42,C,36,C,Agriculture,39,C,Music,58,B,Home_Science,60,B,517,57.44,B
STU1001,47,C,69,B,98,A,87,A,89,A,65,B,Agriculture,39,C,English_Lit,31,F,Health,40,C,565,62.78,B
STU1002,73,B,39,C,85,A,95,A,59,B,51,C,Commerce,56,B,English_Lit,40,C,Media,29,F,527,58.56,B
STU1003,81,A,72,B,48,C,92,A,20,F,75,A,Agriculture,82,A,Art,86,A,Media,74,B,630,70,B
STU1004,91,A,44,C,24,F,47,C,92,A,89,A,Agriculture,36,C,English_Lit,65,B,Home_Science,54,C,542,60.22,B
STU1005,43,C,78,A,87,A,41,C,71,B,42,C,Commerce,49,C,Art,40,C,Home_Science,37,C,488,54.22,C
STU1006,60,B,77,A,96,A,97,A,93,A,70,B,Agriculture,45,C,Dance,37,C,Home_Science,34,F,609,67.67,B
STU1007,58,B,45,C,31,F,76,A,61,B,19,F,Commerce,7,F,Music,19,F,Health,65,B,381,42.33,C
STU1008,70,B,55,B,48,C,55,B,44,C,52,C,Agriculture,98,A,Sinhala_Lit,49,C,ICT,81,A,552,61.33,B
STU1009,86,A,56,B,100,A,79,A,59,B,72,B,Commerce,44,C,English_Lit,97,A,ICT,48,C,641,71.22,B
STU1010,99,A,59,B,84,A,89,A,87,A,45,C,Agriculture,58,B,Sinhala_Lit,66,B,Home_Science,58,B,645,71.67,B
STU1011,30,F,100,A,23,F,35,C,77,A,86,A,Agriculture,7,F,Drama,72,B,Health,96,A,526,58.44,B
STU1012,6,F,98,A,55,B,81,A,70,B,85,A,Commerce,54,C,English_Lit,37,C,Home_Science,37,C,523,58.11,B
STU1013,96,A,92,A,97,A,74,B,44,C,53,C,Commerce,51,C,Dance,65,B,Home_Science,84,A,656,72.89,B
STU1014,16,F,46,C,74,B,82,A,11,F,81,A,Agriculture,30,F,Music,11,F,Media,7,F,358,39.78,C
STU1015,75,A,69,B,69,B,71,B,85,A,43,C,Agriculture,7,F,Music,78,A,Home_Science,65,B,562,62.44,B
STU1016,62,B,69,B,97,A,43,C,92,A,100,A,Agriculture,87,A,Music,8,F,Media,96,A,654,72.67,B
STU1017,42,C,60,B,35,C,54,C,65,B,90,A,Commerce,91,A,English_Lit,39,C,Health,59,B,535,59.44,B
STU1018,2,F,87,A,82,A,79,A,67,B,70,B,Agriculture,96,A,English_Lit,35,C,Media,60,B,578,64.22,B
STU1019,0,F,85,A,89,A,79,A,87,A,98,A,Commerce,21,F,Drama,30,F,Media,45,C,534,59.33,B
STU1020,21,F,41,C,61,B,47,C,33,F,96,A,Agriculture,54,C,English_Lit,68,B,Health,71,B,492,54.67,C
STU1021,81,A,67,B,96,A,71,B,37,C,42,C,Agriculture,23,F,Sinhala_Lit,36,C,Health,96,A,549,61,B
STU1022,71,B,89,A,71,B,61,B,90,A,74,B,Commerce,62,B,Sinhala_Lit,59,B,ICT,59,B,636,70.67,B
STU1023,43,C,78,A,50,C,75,A,80,A,35,C,Agriculture,36,C,Sinhala_Lit,16,F,ICT,72,B,485,53.89,C
STU1024,61,B,38,C,71,B,86,A,92,A,46,C,Commerce,59,B,Sinhala_Lit,74,B,Media,71,B,598,66.44,B
STU1025,92,A,79,A,72,B,94,A,58,B,72,B,Agriculture,18,F,Sinhala_Lit,65,B,Health,73,B,623,69.22,B
STU1026,63,B,90,A,37,C,37,C,44,C,41,C,Commerce,49,C,Dance,55,B,Health,94,A,510,56.67,B
STU1027,92,A,93,A,86,A,69,B,91,A,80,A,Commerce,64,B,Drama,87,A,Home_Science,30,F,692,76.89,A
STU1028,67,B,35,C,40,C,46,C,65,B,55,B,Agriculture,27,F,Sinhala_Lit,40,C,Health,93,A,468,52,C
STU1029,89,A,54,C,93,A,44,C,73,B,90,A,Commerce,50,C,Music,47,C,Home_Science,56,B,596,66.22,B
STU1030,73,B,54,C,66,B,35,C,46,C,63,B,Agriculture,48,C,Dance,83,A,Health,74,B,542,60.22,B
STU1031,46,C,69,B,49,C,82,A,47,C,49,C,Commerce,75,A,Music,94,A,Media,72,B,583,64.78,B
STU1032,61,B,61,B,12,F,28,F,57,B,52,C,Agriculture,79,A,Sinhala_Lit,37,C,Health,98,A,485,53.89,C
STU1033,65,B,36,C,66,B,36,C,88,A,55,B,Commerce,97,A,Drama,92,A,Media,80,A,615,68.33,B
STU1034,43,C,83,A,28,F,56,B,6,F,44,C,Commerce,40,C,English_Lit,93,A,Health,65,B,458,50.89,C
STU1035,98,A,24,F,70,B,99,A,79,A,62,B,Agriculture,39,C,Dance,17,F,Media,41,C,529,58.78,B
STU1036,30,F,71,B,67,B,51,C,21,F,81,A,Commerce,65,B,English_Lit,59,B,Home_Science,62,B,507,56.33,B
STU1037,66,B,55,B,58,B,74,B,51,C,57,B,Commerce,97,A,Dance,42,C,Health,49,C,549,61,B
STU1038,63,B,21,F,74,B,47,C,20,F,45,C,Commerce,57,B,English_Lit,58,B,ICT,64,B,449,49.89,C
STU1039,98,A,35,C,73,B,58,B,51,C,82,A,Commerce,61,B,Sinhala_Lit,57,B,Home_Science,18,F,533,59.22,B
STU1040,76,A,56,B,88,A,74,B,68,B,72,B,Agriculture,99,A,English_Lit,70,B,Health,58,B,661,73.44,B
STU1041,63,B,4,F,58,B,55,B,63,B,43,C,Commerce,12,F,English_Lit,95,A,Home_Science,67,B,460,51.11,C
STU1042,11,F,60,B,40,C,93,A,80,A,26,F,Agriculture,55,B,English_Lit,95,A,Home_Science,24,F,484,53.78,C
STU1043,80,A,98,A,47,C,98,A,45,C,46,C,Commerce,37,C,Sinhala_Lit,66,B,Home_Science,61,B,578,64.22,B
STU1044,87,A,72,B,94,A,70,B,39,C,99,A,Agriculture,36,C,Art,50,C,Media,92,A,639,71,B
STU1045,50,C,67,B,78,A,65,B,67,B,68,B,Agriculture,91,A,English_Lit,2,F,ICT,50,C,538,59.78,B
STU1046,86,A,63,B,49,C,89,A,41,C,55,B,Commerce,35,C,Music,70,B,ICT,9,F,497,55.22,B
STU1047,29,F,80,A,79,A,73,B,94,A,43,C,Agriculture,55,B,Sinhala_Lit,63,B,ICT,86,A,602,66.89,B
STU1048,61,B,87,A,97,A,88,A,70,B,70,B,Agriculture,86,A,Dance,63,B,Media,75,A,697,77.44,A
STU1049,37,C,63,B,93,A,68,B,57,B,4,F,Commerce,53,C,Drama,98,A,ICT,97,A,570,63.33,B
STU1050,56,B,65,B,63,B,95,A,41,C,98,A,Agriculture,59,B,Dance,56,B,Home_Science,40,C,573,63.67,B
STU1051,32,F,87,A,90,A,60,B,36,C,60,B,Commerce,53,C,English_Lit,77,A,Media,76,A,571,63.44,B
STU1052,61,B,57,B,8,F,66,B,82,A,35,C,Commerce,93,A,Drama,17,F,Home_Science,49,C,468,52,C
STU1053,57,B,79,A,35,C,7,F,46,C,49,C,Agriculture,92,A,Sinhala_Lit,52,C,Home_Science,98,A,515,57.22,B
STU1054,75,A,64,B,45,C,25,F,97,A,40,C,Commerce,65,B,English_Lit,20,F,Health,51,C,482,53.56,C
STU1055,47,C,63,B,57,B,99,A,95,A,85,A,Agriculture,85,A,Drama,95,A,ICT,54,C,680,75.56,A
STU1056,97,A,47,C,50,C,53,C,72,B,48,C,Commerce,96,A,Music,79,A,Home_Science,65,B,607,67.44,B
STU1057,74,B,62,B,57,B,74,B,75,A,87,A,Agriculture,72,B,Sinhala_Lit,77,A,Health,72,B,650,72.22,B
STU1058,97,A,96,A,69,B,45,C,85,A,70,B,Agriculture,55,B,Dance,68,B,Home_Science,45,C,630,70,B
STU1059,87,A,61,B,82,A,76,A,52,C,99,A,Agriculture,99,A,Music,87,A,Health,52,C,695,77.22,A
STU1060,49,C,50,C,41,C,52,C,83,A,72,B,Agriculture,69,B,Music,0,F,Home_Science,66,B,482,53.56,C
STU1061,72,B,68,B,71,B,68,B,33,F,68,B,Commerce,65,B,Music,11,F,Home_Science,66,B,522,58,B
STU1062,66,B,46,C,79,A,89,A,64,B,30,F,Agriculture,43,C,Sinhala_Lit,53,C,Media,42,C,512,56.89,B
STU1063,90,A,54,C,54,C,72,B,100,A,81,A,Commerce,69,B,Dance,35,C,Home_Science,45,C,600,66.67,B
STU1064,87,A,92,A,52,C,86,A,68,B,59,B,Commerce,61,B,Art,81,A,Health,60,B,646,71.78,B
STU1065,45,C,44,C,75,A,37,C,92,A,95,A,Commerce,98,A,English_Lit,42,C,Media,78,A,606,67.33,B
STU1066,51,C,83,A,39,C,42,C,54,C,87,A,Commerce,55,B,Drama,46,C,Home_Science,75,A,532,59.11,B
STU1067,79,A,40,C,42,C,16,F,91,A,82,A,Commerce,96,A,Sinhala_Lit,67,B,Health,29,F,542,60.22,B
STU1068,70,B,84,A,99,A,42,C,62,B,65,B,Commerce,33,F,English_Lit,52,C,Media,75,A,582,64.67,B
STU1069,83,A,41,C,72,B,40,C,99,A,60,B,Agriculture,98,A,Sinhala_Lit,79,A,Health,42,C,614,68.22,B
STU1070,55,B,55,B,43,C,55,B,9,F,60,B,Commerce,13,F,Dance,68,B,Home_Science,96,A,454,50.44,C
STU1071,34,F,46,C,79,A,83,A,20,F,75,A,Agriculture,76,A,Drama,41,C,ICT,19,F,473,52.56,C
STU1072,38,C,66,B,59,B,21,F,57,B,38,C,Commerce,24,F,English_Lit,99,A,Health,74,B,476,52.89,C
STU1073,71,B,66,B,86,A,75,A,9,F,33,F,Agriculture,90,A,Music,56,B,Media,47,C,533,59.22,B
STU1074,64,B,98,A,81,A,79,A,73,B,56,B,Commerce,60,B,Dance,69,B,Health,42,C,622,69.11,B
STU1075,72,B,37,C,74,B,46,C,89,A,49,C,Agriculture,55,B,Sinhala_Lit,12,F,Home_Science,91,A,525,58.33,B
STU1076,35,C,58,B,69,B,53,C,88,A,85,A,Agriculture,41,C,Drama,55,B,Home_Science,49,C,533,59.22,B
STU1077,60,B,85,A,62,B,86,A,61,B,100,A,Agriculture,74,B,Dance,77,A,Health,74,B,679,75.44,A
STU1078,59,B,59,B,66,B,83,A,60,B,60,B,Commerce,97,A,Music,93,A,ICT,84,A,661,73.44,B
STU1079,95,A,91,A,30,F,98,A,36,C,47,C,Agriculture,61,B,Music,68,B,Home_Science,100,A,626,69.56,B
STU1080,45,C,42,C,71,B,35,C,100,A,59,B,Agriculture,80,A,Art,77,A,Media,86,A,595,66.11,B
STU1081,38,C,37,C,35,C,95,A,38,C,37,C,Agriculture,62,B,Dance,77,A,ICT,49,C,468,52,C
STU1082,63,B,13,F,99,A,95,A,72,B,53,C,Commerce,72,B,Art,59,B,Home_Science,70,B,596,66.22,B
STU1083,86,A,63,B,37,C,64,B,92,A,69,B,Commerce,85,A,English_Lit,98,A,Health,59,B,653,72.56,B
STU1084,60,B,37,C,72,B,75,A,67,B,57,B,Agriculture,93,A,Music,63,B,Home_Science,38,C,562,62.44,B
STU1085,97,A,89,A,90,A,85,A,56,B,69,B,Agriculture,29,F,Dance,8,F,Media,72,B,595,66.11,B
STU1086,58,B,36,C,37,C,41,C,81,A,40,C,Agriculture,98,A,Art,62,B,Media,63,B,516,57.33,B
STU1087,55,B,58,B,65,B,43,C,75,A,35,C,Commerce,79,A,Art,41,C,Home_Science,36,C,487,54.11,C
STU1088,45,C,74,B,22,F,61,B,92,A,55,B,Agriculture,59,B,Sinhala_Lit,54,C,Media,79,A,541,60.11,B
STU1089,70,B,60,B,90,A,79,A,67,B,60,B,Agriculture,77,A,Dance,67,B,Home_Science,26,F,596,66.22,B
STU1090,65,B,69,B,96,A,94,A,56,B,76,A,Commerce,44,C,English_Lit,78,A,Home_Science,50,C,628,69.78,B
STU1091,75,A,94,A,91,A,55,B,65,B,80,A,Commerce,47,C,Art,96,A,ICT,71,B,674,74.89,B
STU1092,62,B,24,F,66,B,88,A,63,B,79,A,Commerce,42,C,Dance,5,F,Health,64,B,493,54.78,C
STU1093,69,B,68,B,35,C,57,B,82,A,59,B,Commerce,83,A,Art,23,F,ICT,10,F,486,54,C
STU1094,87,A,87,A,100,A,66,B,51,C,72,B,Agriculture,84,A,Art,83,A,Health,42,C,672,74.67,B
STU1095,71,B,78,A,100,A,82,A,75,A,46,C,Commerce,60,B,Dance,73,B,ICT,59,B,644,71.56,B
STU1096,94,A,69,B,21,F,99,A,45,C,92,A,Commerce,15,F,Drama,65,B,Health,55,B,555,61.67,B
STU1097,64,B,68,B,54,C,65,B,61,B,81,A,Commerce,9,F,Music,52,C,Health,74,B,528,58.67,B
STU1098,11,F,63,B,91,A,62,B,79,A,54,C,Commerce,96,A,Sinhala_Lit,73,B,Media,7,F,536,59.56,B
STU1099,91,A,74,B,74,B,58,B,57,B,38,C,Commerce,71,B,English_Lit,48,C,ICT,57,B,568,63.11,B
STU1100,63,B,64,B,66,B,97,A,46,C,61,B,Agriculture,66,B,Music,59,B,Media,13,F,535,59.44,B
STU1101,49,C,64,B,42,C,48,C,55,B,10,F,Agriculture,36,C,Dance,68,B,ICT,66,B,438,48.67,C
STU1102,100,A,41,C,25,F,37,C,92,A,82,A,Commerce,43,C,Music,67,B,Media,88,A,575,63.89,B
STU1103,82,A,79,A,72,B,100,A,40,C,72,B,Agriculture,68,B,Drama,86,A,Media,59,B,658,73.11,B
STU1104,36,C,34,F,100,A,96,A,63,B,55,B,Commerce,60,B,Art,90,A,Media,48,C,582,64.67,B
STU1105,94,A,23,F,37,C,54,C,74,B,51,C,Commerce,49,C,English_Lit,98,A,ICT,85,A,565,62.78,B
STU1106,97,A,74,B,84,A,76,A,42,C,50,C,Agriculture,85,A,Art,81,A,ICT,55,B,644,71.56,B
STU1107,76,A,71,B,60,B,51,C,71,B,58,B,Agriculture,50,C,Drama,50,C,Health,41,C,528,58.67,B
STU1108,55,B,72,B,13,F,48,C,59,B,76,A,Commerce,63,B,Drama,60,B,ICT,83,A,529,58.78,B
STU1109,73,B,81,A,88,A,58,B,76,A,70,B,Commerce,96,A,Sinhala_Lit,70,B,Health,30,F,642,71.33,B
STU1110,45,C,70,B,77,A,62,B,41,C,34,F,Agriculture,58,B,Dance,76,A,Health,6,F,469,52.11,C
STU1111,69,B,80,A,48,C,37,C,85,A,92,A,Commerce,59,B,English_Lit,83,A,Health,64,B,617,68.56,B
STU1112,53,C,56,B,81,A,38,C,70,B,86,A,Agriculture,93,A,Music,82,A,Health,6,F,565,62.78,B
STU1113,56,B,61,B,6,F,75,A,3,F,39,C,Commerce,74,B,Sinhala_Lit,80,A,Health,67,B,461,51.22,C
STU1114,44,C,61,B,62,B,93,A,57,B,92,A,Agriculture,43,C,Drama,63,B,Health,99,A,614,68.22,B
STU1115,94,A,69,B,59,B,50,C,41,C,0,F,Commerce,87,A,Music,95,A,Media,80,A,575,63.89,B
STU1116,44,C,40,C,3,F,51,C,74,B,90,A,Agriculture,83,A,Dance,75,A,Media,56,B,516,57.33,B
STU1117,72,B,57,B,44,C,74,B,23,F,95,A,Agriculture,51,C,Sinhala_Lit,90,A,Home_Science,94,A,600,66.67,B
STU1118,58,B,7,F,65,B,92,A,27,F,68,B,Commerce,92,A,Dance,75,A,Media,94,A,578,64.22,B
STU1119,44,C,91,A,72,B,75,A,78,A,48,C,Commerce,40,C,Art,71,B,ICT,58,B,577,64.11,B
STU1120,61,B,25,F,55,B,48,C,86,A,57,B,Agriculture,77,A,Drama,72,B,Home_Science,83,A,564,62.67,B
STU1121,54,C,97,A,72,B,45,C,36,C,51,C,Commerce,63,B,English_Lit,96,A,Health,66,B,580,64.44,B
STU1122,98,A,99,A,77,A,100,A,88,A,45,C,Agriculture,56,B,Sinhala_Lit,37,C,ICT,16,F,616,68.44,B
STU1123,69,B,98,A,77,A,50,C,95,A,37,C,Commerce,53,C,Dance,65,B,Home_Science,26,F,570,63.33,B
STU1124,87,A,98,A,84,A,67,B,69,B,58,B,Commerce,13,F,Art,95,A,Media,47,C,618,68.67,B
STU1125,89,A,83,A,55,B,52,C,97,A,82,A,Agriculture,85,A,Music,50,C,Health,47,C,640,71.11,B
STU1126,42,C,55,B,77,A,29,F,9,F,62,B,Commerce,44,C,Dance,46,C,Health,59,B,423,47,C
STU1127,64,B,39,C,85,A,87,A,72,B,93,A,Commerce,82,A,Music,56,B,ICT,74,B,652,72.44,B
STU1128,53,C,74,B,78,A,49,C,70,B,42,C,Commerce,50,C,Sinhala_Lit,69,B,Home_Science,16,F,501,55.67,B
STU1129,94,A,61,B,3,F,43,C,90,A,36,C,Agriculture,13,F,Sinhala_Lit,57,B,Media,61,B,458,50.89,C
STU1130,90,A,58,B,30,F,71,B,88,A,12,F,Agriculture,74,B,Art,50,C,Media,50,C,523,58.11,B
STU1131,71,B,77,A,37,C,88,A,46,C,40,C,Agriculture,58,B,Drama,38,C,ICT,57,B,512,56.89,B
STU1132,11,F,66,B,84,A,61,B,92,A,83,A,Agriculture,45,C,Music,26,F,ICT,62,B,530,58.89,B
STU1133,72,B,69,B,6,F,91,A,50,C,71,B,Agriculture,73,B,Drama,98,A,Media,38,C,568,63.11,B
STU1134,68,B,64,B,41,C,48,C,13,F,73,B,Agriculture,41,C,Dance,44,C,ICT,80,A,472,52.44,C
STU1135,64,B,89,A,55,B,86,A,83,A,13,F,Commerce,82,A,Sinhala_Lit,7,F,Media,12,F,491,54.56,C
STU1136,49,C,79,A,61,B,69,B,77,A,62,B,Commerce,42,C,Music,43,C,Health,74,B,556,61.78,B
STU1137,100,A,98,A,21,F,39,C,45,C,79,A,Agriculture,65,B,Art,95,A,Media,90,A,632,70.22,B
STU1138,56,B,89,A,91,A,59,B,72,B,11,F,Agriculture,70,B,Drama,61,B,Health,69,B,578,64.22,B
STU1139,50,C,53,C,40,C,77,A,0,F,47,C,Commerce,21,F,Drama,57,B,Home_Science,99,A,444,49.33,C
STU1140,66,B,67,B,67,B,38,C,50,C,91,A,Commerce,91,A,Drama,69,B,Health,89,A,628,69.78,B
STU1141,90,A,35,C,74,B,38,C,52,C,64,B,Agriculture,56,B,Drama,96,A,Media,72,B,577,64.11,B
STU1142,70,B,29,F,39,C,34,F,74,B,73,B,Commerce,47,C,English_Lit,60,B,Health,14,F,440,48.89,C
STU1143,50,C,49,C,91,A,69,B,96,A,78,A,Commerce,99,A,English_Lit,56,B,ICT,93,A,681,75.67,A
STU1144,64,B,60,B,57,B,58,B,56,B,74,B,Commerce,78,A,Drama,69,B,ICT,79,A,595,66.11,B
STU1145,66,B,49,C,6,F,63,B,47,C,42,C,Commerce,68,B,Dance,49,C,Home_Science,96,A,486,54,C
STU1146,3,F,71,B,80,A,61,B,78,A,74,B,Agriculture,42,C,Drama,72,B,Health,74,B,555,61.67,B
STU1147,55,B,71,B,71,B,42,C,10,F,42,C,Commerce,69,B,Dance,97,A,ICT,63,B,520,57.78,B
STU1148,86,A,75,A,96,A,59,B,39,C,65,B,Agriculture,45,C,Music,65,B,Home_Science,96,A,626,69.56,B
STU1149,46,C,71,B,51,C,74,B,14,F,37,C,Agriculture,48,C,English_Lit,72,B,Home_Science,69,B,482,53.56,C
STU1150,73,B,69,B,73,B,50,C,94,A,96,A,Commerce,38,C,Art,70,B,Home_Science,80,A,643,71.44,B
STU1151,83,A,80,A,38,C,59,B,30,F,65,B,Commerce,91,A,English_Lit,48,C,ICT,72,B,566,62.89,B
STU1152,58,B,77,A,72,B,14,F,73,B,68,B,Commerce,6,F,English_Lit,56,B,Health,31,F,455,50.56,C
STU1153,77,A,70,B,75,A,71,B,72,B,43,C,Agriculture,33,F,Art,69,B,Home_Science,84,A,594,66,B
STU1154,59,B,94,A,37,C,73,B,75,A,54,C,Agriculture,59,B,English_Lit,59,B,Home_Science,65,B,575,63.89,B
STU1155,99,A,79,A,47,C,38,C,95,A,40,C,Commerce,4,F,Dance,69,B,Health,68,B,539,59.89,B
STU1156,71,B,91,A,57,B,20,F,60,B,51,C,Agriculture,67,B,Music,69,B,Media,84,A,570,63.33,B
STU1157,75,A,57,B,45,C,7,F,73,B,83,A,Agriculture,23,F,Dance,8,F,ICT,57,B,428,47.56,C
STU1158,62,B,76,A,35,C,97,A,76,A,75,A,Commerce,32,F,Dance,66,B,ICT,80,A,599,66.56,B
STU1159,63,B,78,A,70,B,68,B,74,B,68,B,Commerce,62,B,Dance,97,A,Home_Science,54,C,634,70.44,B
STU1160,66,B,93,A,67,B,35,C,67,B,97,A,Commerce,68,B,English_Lit,28,F,Media,50,C,571,63.44,B
STU1161,100,A,78,A,72,B,71,B,94,A,80,A,Commerce,83,A,English_Lit,67,B,ICT,57,B,702,78,A
STU1162,99,A,59,B,98,A,52,C,38,C,35,C,Commerce,76,A,English_Lit,81,A,Home_Science,42,C,580,64.44,B
STU1163,94,A,86,A,61,B,85,A,46,C,66,B,Commerce,74,B,Dance,42,C,ICT,93,A,647,71.89,B
STU1164,51,C,65,B,37,C,41,C,85,A,55,B,Commerce,60,B,Music,89,A,Health,72,B,555,61.67,B
STU1165,71,B,67,B,81,A,17,F,45,C,19,F,Commerce,70,B,Drama,39,C,Health,41,C,450,50,C
STU1166,93,A,53,C,39,C,58,B,70,B,91,A,Agriculture,65,B,Music,63,B,Media,85,A,617,68.56,B
STU1167,63,B,51,C,99,A,32,F,40,C,38,C,Agriculture,59,B,Sinhala_Lit,47,C,Home_Science,38,C,467,51.89,C
STU1168,76,A,81,A,91,A,40,C,59,B,67,B,Agriculture,48,C,Dance,56,B,Media,36,C,554,61.56,B
STU1169,65,B,80,A,91,A,49,C,69,B,97,A,Agriculture,74,B,Drama,25,F,Health,71,B,621,69,B
STU1170,88,A,88,A,58,B,46,C,52,C,49,C,Commerce,86,A,Dance,76,A,ICT,76,A,619,68.78,B
STU1171,62,B,50,C,37,C,45,C,60,B,32,F,Commerce,74,B,Drama,44,C,Media,56,B,460,51.11,C
STU1172,83,A,67,B,36,C,64,B,59,B,72,B,Commerce,100,A,English_Lit,54,C,Media,43,C,578,64.22,B
STU1173,96,A,72,B,58,B,56,B,61,B,88,A,Commerce,85,A,Drama,66,B,Home_Science,41,C,623,69.22,B
STU1174,60,B,54,C,52,C,38,C,86,A,52,C,Commerce,62,B,Drama,73,B,Health,100,A,577,64.11,B
STU1175,46,C,72,B,89,A,54,C,55,B,47,C,Commerce,95,A,Art,45,C,Home_Science,46,C,549,61,B
STU1176,77,A,22,F,83,A,64,B,47,C,14,F,Commerce,54,C,Dance,37,C,Home_Science,70,B,468,52,C
STU1177,94,A,74,B,57,B,59,B,53,C,34,F,Agriculture,17,F,English_Lit,92,A,Home_Science,42,C,522,58,B
STU1178,99,A,35,C,40,C,11,F,57,B,56,B,Commerce,41,C,Drama,2,F,ICT,69,B,410,45.56,C
STU1179,42,C,50,C,94,A,66,B,96,A,50,C,Agriculture,61,B,English_Lit,86,A,Home_Science,59,B,604,67.11,B
STU1180,17,F,55,B,66,B,86,A,79,A,87,A,Agriculture,88,A,Art,76,A,ICT,9,F,563,62.56,B
STU1181,74,B,82,A,96,A,37,C,73,B,35,C,Agriculture,39,C,Drama,40,C,Health,56,B,532,59.11,B
STU1182,63,B,45,C,61,B,99,A,96,A,79,A,Agriculture,23,F,Art,64,B,Health,88,A,618,68.67,B
STU1183,59,B,76,A,0,F,49,C,78,A,4,F,Commerce,66,B,Dance,70,B,ICT,12,F,414,46,C
STU1184,31,F,36,C,99,A,84,A,94,A,43,C,Commerce,56,B,Music,86,A,ICT,87,A,616,68.44,B
STU1185,72,B,94,A,62,B,59,B,12,F,97,A,Agriculture,66,B,Dance,13,F,Home_Science,59,B,534,59.33,B
STU1186,74,B,71,B,71,B,35,C,57,B,50,C,Agriculture,85,A,Art,56,B,Home_Science,89,A,588,65.33,B
STU1187,73,B,70,B,66,B,75,A,66,B,47,C,Agriculture,66,B,Music,44,C,ICT,71,B,578,64.22,B
STU1188,66,B,35,C,88,A,65,B,71,B,69,B,Agriculture,94,A,Art,93,A,Media,82,A,663,73.67,B
STU1189,73,B,59,B,41,C,96,A,57,B,51,C,Commerce,26,F,Sinhala_Lit,71,B,Media,65,B,539,59.89,B
STU1190,59,B,35,C,73,B,66,B,77,A,37,C,Agriculture,42,C,Art,93,A,Health,78,A,560,62.22,B
STU1191,70,B,29,F,46,C,62,B,61,B,73,B,Commerce,79,A,Drama,59,B,Media,5,F,484,53.78,C
STU1192,87,A,29,F,94,A,35,C,100,A,77,A,Agriculture,78,A,Dance,6,F,ICT,54,C,560,62.22,B
STU1193,13,F,14,F,70,B,44,C,44,C,73,B,Agriculture,68,B,English_Lit,67,B,ICT,41,C,434,48.22,C
STU1194,81,A,72,B,64,B,59,B,64,B,88,A,Commerce,36,C,Art,56,B,Media,24,F,544,60.44,B
STU1195,55,B,62,B,70,B,77,A,72,B,99,A,Agriculture,60,B,Music,73,B,Health,48,C,616,68.44,B
STU1196,35,C,75,A,94,A,64,B,75,A,85,A,Commerce,96,A,Sinhala_Lit,96,A,Health,65,B,685,76.11,A
STU1197,42,C,95,A,93,A,73,B,54,C,47,C,Commerce,16,F,Art,66,B,Media,9,F,495,55,B
STU1198,92,A,47,C,51,C,64,B,67,B,78,A,Agriculture,95,A,Dance,41,C,Media,63,B,598,66.44,B
STU1199,52,C,61,B,17,F,46,C,49,C,84,A,Commerce,69,B,Music,28,F,Home_Science,22,F,428,47.56,C
STU1200,84,A,71,B,85,A,73,B,95,A,64,B,Commerce,70,B,Dance,98,A,ICT,86,A,726,80.67,A
STU1201,75,A,59,B,63,B,91,A,89,A,96,A,Agriculture,14,F,Music,65,B,ICT,82,A,634,70.44,B
STU1202,66,B,56,B,75,A,7,F,68,B,82,A,Agriculture,80,A,English_Lit,40,C,Home_Science,50,C,524,58.22,B
STU1203,24,F,98,A,44,C,76,A,94,A,35,C,Commerce,67,B,English_Lit,57,B,Health,67,B,562,62.44,B
STU1204,71,B,59,B,37,C,35,C,68,B,67,B,Agriculture,81,A,Music,67,B,Media,79,A,564,62.67,B
STU1205,85,A,74,B,38,C,59,B,36,C,71,B,Agriculture,90,A,Drama,39,C,Home_Science,81,A,573,63.67,B
STU1206,74,B,92,A,58,B,91,A,5,F,44,C,Commerce,61,B,Music,50,C,Home_Science,100,A,575,63.89,B
STU1207,90,A,35,C,48,C,48,C,48,C,40,C,Commerce,51,C,Art,63,B,Health,68,B,491,54.56,C
STU1208,66,B,99,A,51,C,95,A,72,B,22,F,Commerce,79,A,Art,88,A,Media,63,B,635,70.56,B
STU1209,50,C,60,B,71,B,57,B,87,A,93,A,Commerce,71,B,Sinhala_Lit,46,C,Health,62,B,597,66.33,B
STU1210,37,C,66,B,80,A,46,C,40,C,67,B,Commerce,61,B,Art,59,B,Media,64,B,520,57.78,B
STU1211,55,B,6,F,82,A,45,C,58,B,16,F,Agriculture,97,A,English_Lit,32,F,ICT,14,F,405,45,C
STU1212,84,A,63,B,48,C,10,F,56,B,23,F,Agriculture,49,C,English_Lit,39,C,Health,61,B,433,48.11,C
STU1213,80,A,80,A,63,B,76,A,85,A,75,A,Commerce,21,F,Sinhala_Lit,85,A,Media,69,B,634,70.44,B
STU1214,71,B,98,A,86,A,49,C,71,B,44,C,Commerce,54,C,Dance,53,C,Health,49,C,575,63.89,B
STU1215,76,A,52,C,86,A,62,B,47,C,38,C,Agriculture,81,A,English_Lit,69,B,ICT,65,B,576,64,B
STU1216,60,B,59,B,55,B,78,A,96,A,98,A,Commerce,39,C,Dance,68,B,Home_Science,84,A,637,70.78,B
